record.copyrightText	count
VITO in opdracht van Stad Antwerpen in 2013 – 2014, gebaseerd op modelberekeningen, gevalideerd met metingen in de zomer van 2013	1
Stad Antwerpen, DOV, ABO	1
VLM	1
Stad Antwerpen / DL	1
SB/SR	1
Wifi openbaar	1
De inventarisatie gebeurde op basis van de gegevens van het Agentschap Zorg en Gezondheid, aangevuld met gegevens van Zorgbedrijf Antwerpen en de koepelverenigingen residentiële ouderenzorg Zorgnet Vlaanderen, Ferubel (Federatie van Private Rusthuizen België) en FOS (Federatie Onafhankelijke Seniorenzorg). De adresvelden werden gebruikt om de instellingen te koppelen aan de Grootschalige basiskaart.	1
Stad Antwerpen / OCMW / Antwerpse huisartsenkringen	1
CS / JO / RBKO (Vakantieopvang)	1
OD	1
Sporting A	1
Studiedienst	1
SW/MPA	1
Stadontwikkeling / Omgeving	1
Ondernemen en Stadsmarketing | Marketing en Communicatie (team Straatvrijwilligers, dienst Verbinding, afdeling Gemeenschapsvorming, Sociale Dienstverlening) i.s.m. Studiedienst/GIS	1
MV / Stafdienst	1
OS/Bedrijvenloket	1
SSO/GIS en Informatie Vlaanderen	1
VMM - MOW	1
MOW	1
ГЕОЗАЩИТА ООД - гр. Варна, обработка НЦТР	1
Flanders Marine Institute (https://www.marineregions.org/)
Обработка на данните: НЦТР-ЕАД (http://www.ncrdhp.bg/)	1
АГКК	1
Manitoba Municipal Government	1
Campus + Community Planning 

Development Permit Applications	1
Building Ops Landscape group, Dean Gregory
Forestry, Tahia Devisscher	1
Last updated by S.King 2017 from North area of campus up to the UBC Hospital and Donald Rix building area.	1
Metro Vancouver - Last Updated May 3, 2021	1
Club motoneigiste Rouyn-Noranda
Ville de Rouyn-Noranda	1
Esri Canada 2012	1
The NOAA Great Lakes Environmental Research Laboratory	1
Agricultura and Agri-Food Canada	1
United States Geoglogic Service (USGS)	1
Ressources naturelles Canada. 2016.Centrales d’énergie propre (compilation d’information des secteurs fédéral, provincial et privé). Ottawa.	1
NCANDU Owners Group. Membres du GOC, puissance installée totale des réacteurs CANDU. 	1
 Ressources naturelles Canada. 2016. Centrales d’énergie propre (compilation d’information des secteurs fédéral, provincial et privé). Ottawa. 	1
Ressources naturelles Canada. 2016. Centrales d’énergie propre (compilation d’information des secteurs fédéral, provincial et privé). Ottawa. 	1
Ressources naturelles Canada. Répertoire des grands projets (août 2016). Ottawa : Secteur de la politique stratégique et des résultats. 	1
Ressources naturelles Canada. Production à petite échelle et distribuée (compilation d’information des secteurs fédéral, provincial et privé), 2016. Ottawa. 	1
 Ressources naturelles Canada. Projets de captage et de stockage du carbone. Ottawa : CanmetÉNERGIE, 2015.	1
Ressources naturelles Canada. Centres d’essai de l’énergie propre. Ottawa : CanmetÉNERGIE, 2015.	1
Ressources naturelles Canada. Installations de chauffage géothermique (compilation d’information des secteurs fédéral, provincial et privé), 2016. Ottawa.	1
Canadian Acceleration and Business Incubation (CABI) Association. Répertoire en ligne. 	1
Ressources naturelles Canada. Initiative écoÉNERGIE sur l’innovation – Projets de recherche-développement (R-D). http://www.rncan.gc.ca/energie/financement/programmes-financement-actuels/iei/4988	1
Agriculture et Agroalimentaire Canada. Inventaire de la biomasse agricole 1985-2010 (données). Ottawa.	1
Ressources naturelles Canada. Inventaire de la biomasse forestière 2004-2006 (données). Ottawa : Service canadien des forêts.	1
Ressources naturelles Canada. Geothermal energy resource potential of Canada. Commission géologique du Canada, dossier public 6914, 322 p.	1
Gandhi, S.S., Prasad, N., Chorlton, L.B., Richer, C. et Lentz, D.R., 2015. Canadian U-Th-REE deposit and occurrence database; Geological Survey of Canada, Open File 7854, 1 fichier .zip. doi:10.4095/297481. 	1
Conseil national de recherches Canada. Énergie hydrocinétique de sections de cours d’eau (MW). Ottawa : Infrastructure marine, énergie et ressources hydriques, 2015.	1
Global Forest Watch Canada. Grands barrages et réservoirs du Canada (ensemble de données). Edmonton, Alberta : Global Forest Watch Canada, 2010.	1
Ressources naturelles Canada. 2015. 	1
Conseil national de recherches du Canada. Densité de puissance moyenne des vagues (kW/m). Ottawa : Infrastructure marine, énergie et ressources hydriques, 2015. 	1
Natural Resources Canada, 2016-2019.  Clean Generating Stations (compiled from various public provincial and company information). Ottawa.	1
Ressources naturelles Canada, 2016-2019. Centrales d’énergie propre (compilation d’information des secteurs fédéral, provincial et privé). Ottawa.	1
Gandhi, S.S., Prasad, N., Chorlton, L.B, Richer, C., and Lentz, D.R., 2015. Canadian U-Th-REE deposit and occurrence database; Geological Survey of Canada, Open File 7854, 1 .zip file; doi:10.4095/297481	1
Institute of Integrated Energy Systems (IESVic). Mean annual wave energy transport (kW/m). Victoria: West Coast Wave Initiative & 2060 Project, 2015	1
Ressources naturelles Canada, 2017	1
Ressources naturelles Canada, 2015	1
Ressources naturelles Canada. Annual Average Direct Normal Irradiance 1988-2014. Ottawa: Office of Energy Research and Development, 2015.	1
Figure 1.3.1. Regional Locations of Marine Shipping Lanes. Kinder Morgan Canada, 2013.	1
 Geomatics Services, Indigenous and Northern Affairs Canada, 2015.	1
Cadastral Information Service, Surveyor General Branch, Natural Resources Canada, 2017; Aboriginal and Treaty Rights Information System (ATRIS), Crown-Indigenous Relations and Northern Affairs Canada, 2018.	1
UPI Projects Canada Ltd., 2016.	1
Figure 1.3.1. Emplacements des routes maritimes par région. Kinder Morgan Canada Inc.	1
 Services géomatiques, Affaires autochtones et du Nord Canada, 2015.	1
Service des données cadastrales, Direction de l’arpenteur général, Ressources naturelles Canada (2017); Système d’information sur les droits ancestraux et issus de traités (SIDAIT)Affaires autochtones et du Nord Canada (2018).	1
North American Cooperation on Energy Information (NACEI), June 2016	1
Cooperación de América del Norte en Información Energética (CANIE), Junio 2016	1
Coopération nord-américaine en matière d'information sur l'énergie (CNAIE), Juin 2016	1
This data originates  with the Deparment of Environment and Local Government  and was imported to the NBHN by the New Brunswick Department of Natural Resources in cooperation with Service New Brunswick. It draws on data from a number of reference datasets.	1
Department of Public Safety / Ministère de la Sécurité publique	1
NBELG	1
New Brunswick Department of Environment and Local Government 
Ministère de l'Environnement et des Gouvernements locaux du Nouveau-Brunswick	1
Department of Environment & Local Government/Ministère de l'Environnement et Gouvernements locaux	1
Alberta Agriculture and Forestry, Government of Alberta	1
Alberta Environment and Parks, Government of Alberta	1
Government of Canada; Statistics Canada; Statistical Geomatics Centre	1
Author: Greg Lewis
Date Created: 

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
Author:
Date Created (DD/MM/YYYY): 

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235

Projection 
NAD 1983 UTM 14N	1
Author: Jeff Scott/
Date Created (DD/MM/YYYY): 06/06/2012

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
Author:
Date Created (DD/MM/YYYY): 01/06/2014

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
Author: Kasie McLaughlin
Date Created (DD/MM/YYYY): 15/08/2016

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
Authors:                Bryce Ewasiuk (2014/2015)
                              Kooshoom Gutleea (2014)

Date Created:       May 5th, 2014

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
Author: Nick Malazdrewicz/Kasie McLaughlin
Date Created (DD/MM/YYYY): 

Development Services Division
Department of Engineering
AR McDiarmid Civic Complex
638 Princess Ave.
Brandon, MB R7A OP3
Phone 204.729.2142
Fax 204.725.3235	1
City of Burnaby Parks Department	1
Asset Management Team
Parks Environmental
GIS - COB
GIS - Parks and Recreation	1
Translink, City of Burnaby: Engineering dept.	1
City of Burnaby Planning Department	1
Engineering department, City of Burnaby	1
Alberta Environment and Sustainable Resource Development, Government of Alberta	1
This layer is administrated by the City of Lethbridge IT department and is maintained/updated by the Parks department & Parks Asset Technician.	1
2015, City of Lethbridge, Alberta, Canada	1
Municipal Works Department (Craig Maunder) should be contacted if there are any questions regarding application suitability and any errors identified.	1
DFO, 2000.
References associated to the differents polygons are included in the attribute table. Consult lineage section for complete references.

#Fra MPO, 2000.
Les références associées aux différents polygones sont incluses dans la table d'attributs. Voir la section Lineage pour les références complètes.	1
DFO, 1998.
References associated to the differents polygons are included in the attribute table. Consult lineage section for complete references.

#Fra MPO, 1998.
Les références associées aux différents polygones sont incluses dans la table d'attributs. Voir la section Lineage pour les références complètes.	1
DFO, 2004.
References associated to the differents polygons are included in the attribute table. Consult lineage section for complete references.

#Fra MPO, 2004.
Les références associées aux différents polygones sont incluses dans la table d'attributs. Voir la section Lineage pour les références complètes.	1
Wilson, B.R., Brown, C.J., Sameoto, J.A., Lacharite, M., Redden, A. (2021).
Mapping seafloor habitats in the Bay of Fundy to assess macrofaunal assemblages associated with Modiolus modiolus beds. Estuarine, Coastal and Shelf Science, 252.
https://doi.org/10.1016/j.ecss.2021.107294	1
DFO. 2012. Recovery Strategy for the beluga whale (Delphinapterus leucas) St. Lawrence Estuary population in Canada. Species at Risk Act Recovery Strategy Series. Fisheries and Oceans Canada, Ottawa. 88 pp + X pp.

#Fra MPO. 2012. Programme de rétablissement du béluga (Delphinapterus leucas), population de l’estuaire du Saint-Laurent au Canada, Série de Programmes de rétablissement de la Loi sur les espèces en péril, Pêches et Océans Canada, Ottawa, 93 + XI p.	1
Government of Canada;Fisheries and Oceans Canada;Sciences/Demersal and Benthic Sciences Branch (DBSB)	1
Gouvernement du Canada;Pêches et Océans Canada;Sciences/Direction des avis, information et soutien scientifiques	1
Lesage, V., Gosselin, J-F., Lawson, J. W., McQuinn, I., Moors-Murphy, H., Plourde, S., Sears. R. et Y. Simard. 2018. Habitats important to blue whales (Balaenoptera musculus) in the Western North Atlantic. DFO  Can. Sci. Advis. Sec. Res. Doc. 2016/080: iv + 50 p.	1
Ramp, C. and Sears, R. 2013. Distribution, densities, and annual occurrence of individual blue whales (Balaenoptera musculus) in the Gulf of St. Lawrence, Canada from 1980-2008. DFO Can. Sci. Advis. Sec. Res. Doc. 2012/157. vii + 37 p.	1
Directory of wells file maintained by John Martin, CNSOPB. Ported to GIS format and maintained by Brian Altheim, CNSOPB. Original data for wells drilled prior to 1990 collected and maintained by the Geological Survey of Canada and COGLA. Data also available on the Basin database (https://basin.gdr.nrcan.gc.ca/index_e.php).	1
