name	value 
Copyright © 2015 Carey, Otto-de Haart, Buckingham, Dijkerman, Hargreaves and Goodale. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY): http://creativecommons.org/licenses/by/4.0/. The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0054709.	1
Copyright © 2015 Kluwer Law International	1
This research was jointly funded by a grant from the European Social Fund (Project Reference 4130), the Economic and Social Research Council (RES 062 23 0135) and an RCUK fellowship awarded to the first author.	1
A five-year embargo, expiring 26 February 2021, restricts public access to this dissertation.	1
This is the author accepted manuscript. The final version is available from Elsevier via http://dx.doi.org/10.1016/j.catena.2015.02.017.	1
Copyright © Society for Science and Education, United Kingdom. Open access journal	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0001111.	1
Open access. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. The images or other third party material in this article are included in the article’s Creative Commons license, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons license, users will need to obtain permission from the license holder to reproduce the material. To view a copy of this license, visit http://creativecommons.org/licenses/by-nc-nd/4.0/	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0019905.	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0036834.	1
This is the final version of the report. It first appeared from Scottish Natural Heritage via https://www.nature.scot/doc/naturescot-commissioned-report-339-basking-shark-hotspots-west-coast-scotland	1
This is the final version of the article. It first appeared from Public Library of Science via http://dx.doi.org/10.1371/journal.pone.0135921.	1
This is the author accepted manuscript. The final version is available from The Royal Society via http://dx.doi.org/10.1098/rstb.2014.0124.	1
This is the final version of the article. It first appeared from Oxford University Press via http://dx.doi.org/10.1093/schbul/sbu003.	1
This is the author accepted manuscript. The final version is available from Wiley via http://dx.doi.org/10.1002/wsb.256.	1
This is the author accepted manuscript. The final version is available from Association for Psychological Science via http://dx.doi.org/10.1177/2167702615584309.	1
"© Fawcett et al. 2015
This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://​creativecommons.​org/​licenses/​by/​4.​0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. The Creative Commons Public Domain Dedication waiver (http://​creativecommons.​org/​publicdomain/​zero/​1.​0/​) applies to the data made available in this article, unless otherwise stated."	1
© The Author(s) 2015. Published by Oxford University Press on behalf of the Foundation for Evolution, Medicine, and Public Health. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright © 2015 Elsevier Inc. All rights reserved.	1
This is the author accepted manuscript. The final version is available from Wiley via http://dx.doi.org/10.1111/mec.13362.	1
This is the author accepted manuscript. The final version is available from Geological Society via http://dx.doi.org/10.1144/jgs2014-082.	1
This is the final version of the article. It first appeared from BioMed Central via http://dx.doi.org/10.1186/1477-7525-12-94.	1
This is the final version of the article. It first appeared from Hindawi Publishing Corporation via http://dx.doi.org/10.1155/2015/943572.	1
© 2015 The Authors. Journal of Ecology © 2015 British Ecological Society	1
Copyright: © 2015 Hudspith et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
© 2015 The Authors. Journal of Applied Ecology © 2015 British Ecological Society	1
© 2014 Hudspith, Belcher and Yearsley. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) or licensor are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.	1
